"Date","Price","Open","High","Low","Vol.","Change %"
"18/12/2023","33,709.7","32,644.6","33,788.7","31,996.7","0.22K","3.26%"
"17/12/2023","32,644.6","33,364.8","33,461.9","32,566.8","0.09K","-2.16%"
"16/12/2023","33,364.8","33,096.0","33,695.6","32,868.1","0.09K","0.83%"
"15/12/2023","33,089.8","33,718.3","33,795.9","32,833.9","0.16K","-1.86%"
"14/12/2023","33,718.3","33,995.4","34,189.5","33,032.5","0.19K","-0.81%"
"13/12/2023","33,995.4","33,001.0","34,422.5","32,362.3","0.23K","3.01%"
"12/12/2023","33,001.0","32,873.4","33,524.9","32,424.8","0.22K","0.39%"
"11/12/2023","32,873.4","34,899.5","34,922.3","32,014.2","0.56K","-5.81%"
"10/12/2023","34,899.5","34,907.9","35,159.9","34,800.0","0.10K","-0.02%"
"09/12/2023","34,907.9","35,235.0","35,387.6","34,825.9","0.12K","-0.93%"
"08/12/2023","35,235.0","34,420.1","35,669.8","34,305.9","0.26K","2.37%"
"07/12/2023","34,420.1","34,882.5","35,125.0","34,133.4","0.34K","-1.28%"
"06/12/2023","34,867.3","34,992.1","35,162.3","34,484.6","0.41K","-0.38%"
"05/12/2023","34,999.9","33,242.1","35,316.0","32,822.3","0.54K","5.29%"
"04/12/2023","33,242.1","31,456.3","33,582.0","31,451.2","0.57K","5.68%"
"03/12/2023","31,456.3","31,062.4","31,618.2","30,944.7","0.21K","1.27%"
"02/12/2023","31,062.4","30,469.4","31,258.5","30,433.1","0.15K","1.96%"
"01/12/2023","30,466.4","29,862.9","30,749.4","29,772.3","0.36K","2.02%"
"30/11/2023","29,862.9","29,834.4","30,044.1","29,657.5","0.20K","0.10%"
"29/11/2023","29,832.4","29,787.9","30,269.4","29,661.1","0.25K","0.15%"
"28/11/2023","29,786.7","29,507.5","30,255.8","29,244.2","0.24K","0.98%"
"27/11/2023","29,496.6","29,728.0","29,822.2","29,145.6","0.18K","-0.86%"
"26/11/2023","29,751.5","29,997.1","30,026.7","29,509.2","0.09K","-0.82%"
"25/11/2023","29,997.1","29,922.3","30,074.7","29,833.8","0.07K","0.26%"
"24/11/2023","29,918.7","29,782.5","30,471.3","29,748.1","0.24K","0.47%"
"23/11/2023","29,778.6","29,965.7","30,058.0","29,458.0","0.14K","-0.61%"
"22/11/2023","29,961.0","28,603.4","30,300.0","28,462.9","0.28K","4.88%"
"21/11/2023","28,568.2","29,976.3","30,099.1","28,562.8","0.26K","-4.70%"
"20/11/2023","29,976.3","30,032.0","30,236.0","29,541.8","0.20K","-0.19%"
"19/11/2023","30,032.0","29,407.0","30,140.4","29,264.7","0.10K","2.13%"
"18/11/2023","29,407.0","29,413.9","29,621.9","29,086.5","0.11K","-0.02%"
"17/11/2023","29,413.9","29,153.6","29,553.3","28,929.6","0.18K","0.89%"
"16/11/2023","29,153.6","30,508.2","30,564.8","28,630.3","0.33K","-4.44%"
"15/11/2023","30,508.2","28,464.9","30,588.5","28,341.7","0.35K","7.18%"
"14/11/2023","28,464.9","29,725.0","29,945.3","27,934.0","0.32K","-4.24%"
"13/11/2023","29,725.0","30,333.9","30,602.3","29,606.5","0.21K","-2.02%"
"12/11/2023","30,338.4","30,450.4","30,537.8","30,178.3","0.12K","-0.37%"
"11/11/2023","30,450.4","30,531.3","30,611.0","30,119.8","0.14K","-0.27%"
"10/11/2023","30,531.3","30,059.8","30,713.5","29,755.6","0.30K","1.57%"
"09/11/2023","30,059.8","29,040.0","30,918.2","28,973.5","0.56K","3.51%"
"08/11/2023","29,040.0","28,847.2","29,406.8","28,621.6","0.19K","0.67%"
"07/11/2023","28,847.2","28,404.9","29,229.7","28,126.6","0.20K","1.59%"
"06/11/2023","28,395.6","28,345.8","28,487.7","28,100.0","0.15K","0.18%"
"05/11/2023","28,345.8","28,387.0","28,600.0","27,938.0","0.12K","-0.14%"
"04/11/2023","28,386.3","28,064.6","28,533.7","27,978.6","0.09K","1.15%"
"03/11/2023","28,064.6","28,680.8","28,684.5","27,760.7","0.25K","-2.13%"
"02/11/2023","28,676.3","29,102.5","29,491.3","28,222.3","0.35K","-1.46%"
"01/11/2023","29,102.5","28,553.0","29,309.3","28,096.1","0.36K","1.92%"
"31/10/2023","28,553.0","28,363.8","28,597.3","28,069.0","0.19K","0.67%"
"30/10/2023","28,363.8","28,524.0","28,726.3","28,090.0","0.25K","-0.56%"
"29/10/2023","28,524.0","28,153.5","28,716.3","28,032.6","0.14K","1.32%"
"28/10/2023","28,153.5","27,982.7","28,419.3","27,940.7","0.13K","0.61%"
"27/10/2023","27,982.7","28,133.6","28,245.0","27,585.4","0.21K","-0.54%"
"26/10/2023","28,133.6","28,515.0","28,835.2","27,863.2","0.31K","-1.31%"
"25/10/2023","28,507.9","27,876.9","28,938.2","27,761.2","0.32K","2.26%"
"24/10/2023","27,876.9","26,946.3","28,598.5","26,832.6","0.59K","3.45%"
"23/10/2023","26,946.3","24,593.4","27,856.9","24,031.4","0.44K","9.57%"
"22/10/2023","24,593.4","24,423.4","24,653.4","24,200.2","0.13K","0.70%"
"21/10/2023","24,423.4","24,037.0","24,563.3","23,600.0","0.18K","1.61%"
"20/10/2023","24,037.0","23,659.8","24,591.3","23,573.6","0.24K","1.59%"
"19/10/2023","23,659.8","23,231.9","23,787.1","23,074.7","0.18K","1.84%"
"18/10/2023","23,231.9","23,190.1","23,500.0","22,950.0","0.18K","0.18%"
"17/10/2023","23,190.1","23,109.4","23,417.0","22,965.6","0.19K","0.35%"
"16/10/2023","23,109.4","22,364.4","24,629.5","22,334.6","0.48K","3.33%"
"15/10/2023","22,364.4","22,129.6","22,465.4","22,092.6","0.08K","1.06%"
"14/10/2023","22,129.6","22,129.4","22,222.7","22,088.7","0.06K","0.00%"
"13/10/2023","22,129.4","21,961.2","22,331.9","21,923.2","0.13K","0.77%"
"12/10/2023","21,961.2","21,819.0","21,984.8","21,693.5","0.13K","0.63%"
"11/10/2023","21,824.1","22,289.2","22,344.1","21,625.0","0.24K","-2.09%"
"10/10/2023","22,289.2","22,510.4","22,675.0","22,235.8","0.10K","-0.98%"
"09/10/2023","22,510.4","22,860.1","22,932.1","22,365.3","0.14K","-1.53%"
"08/10/2023","22,860.1","22,881.3","22,992.7","22,683.8","0.06K","-0.09%"
"07/10/2023","22,881.3","22,849.4","22,929.1","22,778.4","0.06K","0.14%"
"06/10/2023","22,849.4","22,510.9","23,062.2","22,429.5","0.21K","1.50%"
"05/10/2023","22,510.9","22,899.6","23,128.8","22,470.0","0.16K","-1.70%"
"04/10/2023","22,899.6","22,710.2","22,926.2","22,542.0","0.14K","0.83%"
"03/10/2023","22,710.2","22,756.3","22,905.8","22,500.0","0.14K","-0.20%"
"02/10/2023","22,756.3","22,948.4","23,529.0","22,630.8","0.29K","-0.83%"
"01/10/2023","22,947.2","22,114.2","22,997.5","22,103.6","0.17K","3.77%"
"30/09/2023","22,114.2","22,058.5","22,212.7","22,037.0","0.08K","0.25%"
"29/09/2023","22,058.5","22,141.3","22,233.0","21,871.5","0.16K","-0.37%"
"28/09/2023","22,141.3","21,721.3","22,332.9","21,618.7","0.23K","1.93%"
"27/09/2023","21,721.3","21,580.4","22,097.6","21,550.7","0.26K","0.64%"
"26/09/2023","21,582.7","21,527.5","21,625.5","21,435.9","0.13K","0.26%"
"25/09/2023","21,527.5","21,443.2","21,637.8","21,229.4","0.18K","0.39%"
"24/09/2023","21,443.2","21,733.1","21,862.7","21,359.3","0.10K","-1.34%"
"23/09/2023","21,734.4","21,730.6","21,783.3","21,679.6","0.08K","0.02%"
"22/09/2023","21,730.6","21,621.9","21,807.9","21,567.2","0.11K","0.53%"
"21/09/2023","21,616.9","22,007.6","22,048.1","21,495.8","0.12K","-1.78%"
"20/09/2023","22,007.6","21,955.0","22,095.7","21,734.4","0.19K","0.24%"
"19/09/2023","21,955.0","21,603.8","22,191.9","21,536.7","0.19K","1.63%"
"18/09/2023","21,603.8","21,405.3","22,135.2","21,311.3","0.22K","0.93%"
"17/09/2023","21,405.3","21,467.3","21,515.3","21,324.9","0.08K","-0.28%"
"16/09/2023","21,465.9","21,487.7","21,607.9","21,372.2","0.07K","-0.10%"
"15/09/2023","21,487.9","21,401.7","21,676.2","21,144.3","0.13K","0.40%"
"14/09/2023","21,401.7","21,001.6","21,586.4","20,921.5","0.19K","1.91%"
"13/09/2023","21,001.6","20,691.3","21,120.0","20,626.4","0.16K","1.54%"
"12/09/2023","20,683.1","20,127.5","21,245.6","20,107.9","0.29K","2.78%"
"11/09/2023","20,124.5","20,696.3","20,730.2","19,921.6","0.22K","-2.77%"
"10/09/2023","20,697.5","20,792.2","20,844.4","20,585.5","0.13K","-0.46%"
"09/09/2023","20,792.2","20,791.9","20,822.5","20,716.9","0.07K","0.00%"
"08/09/2023","20,791.9","21,046.2","21,184.1","20,550.0","0.15K","-1.21%"
"07/09/2023","21,046.2","20,605.7","21,187.8","20,561.1","0.14K","2.14%"
"06/09/2023","20,605.7","20,500.2","20,767.4","20,299.0","0.14K","0.51%"
"05/09/2023","20,500.2","20,440.4","20,578.7","20,267.6","0.14K","0.29%"
"04/09/2023","20,440.4","20,627.5","20,695.1","20,293.9","0.18K","-0.90%"
"03/09/2023","20,626.6","20,559.7","20,723.9","20,522.3","0.09K","0.33%"
"02/09/2023","20,559.7","20,490.5","20,646.5","20,450.2","0.07K","0.34%"
"01/09/2023","20,490.5","20,473.5","20,632.9","20,116.0","0.29K","0.09%"
"31/08/2023","20,472.4","21,472.4","21,687.0","20,292.4","0.28K","-4.67%"
"30/08/2023","21,475.7","21,939.3","21,962.2","21,263.0","0.22K","-2.11%"
"29/08/2023","21,939.3","20,707.4","22,266.5","20,555.0","0.36K","5.96%"
"28/08/2023","20,705.6","20,736.0","20,827.8","20,543.7","0.10K","-0.15%"
"27/08/2023","20,736.0","20,696.1","20,829.2","20,663.2","0.07K","0.19%"
"26/08/2023","20,696.1","20,712.4","20,765.8","20,668.6","0.06K","-0.08%"
"25/08/2023","20,712.4","20,786.7","20,812.8","20,533.4","0.14K","-0.36%"
"24/08/2023","20,786.7","20,790.5","20,933.3","20,546.9","0.11K","-0.02%"
"23/08/2023","20,790.5","20,455.9","21,065.5","20,378.5","0.14K","1.64%"
"22/08/2023","20,455.9","20,469.6","20,492.1","20,008.8","0.09K","-0.07%"
"21/08/2023","20,469.6","20,562.6","20,568.8","20,296.3","0.06K","-0.45%"
"20/08/2023","20,562.6","20,523.2","20,675.1","20,458.3","0.05K","0.19%"
"19/08/2023","20,523.2","20,472.5","20,650.0","20,285.2","0.05K","0.25%"
"18/08/2023","20,472.5","20,940.1","21,067.2","20,131.4","0.26K","-2.23%"
"17/08/2023","20,940.1","22,558.7","22,607.3","19,750.0","0.45K","-7.18%"
"16/08/2023","22,558.7","22,966.1","23,017.9","22,550.0","0.10K","-1.77%"
"15/08/2023","22,966.1","23,177.7","23,191.5","22,855.9","0.08K","-0.91%"
"14/08/2023","23,177.7","23,077.4","23,340.9","22,966.5","0.06K","0.43%"
"13/08/2023","23,077.4","23,186.0","23,219.6","23,057.3","0.04K","-0.47%"
"12/08/2023","23,186.0","23,166.5","23,222.2","23,135.6","0.01K","0.08%"
"11/08/2023","23,166.5","23,217.8","23,245.8","23,030.8","0.07K","-0.22%"
"10/08/2023","23,217.8","23,250.0","23,309.4","23,045.4","0.06K","-0.14%"
"09/08/2023","23,250.0","23,350.7","23,660.4","23,085.5","0.05K","-0.43%"
"08/08/2023","23,350.7","22,831.7","23,700.0","22,817.3","0.11K","2.27%"
"07/08/2023","22,831.7","22,789.1","22,903.1","22,464.0","0.06K","0.19%"
"06/08/2023","22,789.1","22,801.3","22,872.6","22,727.0","0.04K","-0.05%"
"05/08/2023","22,801.3","22,807.6","22,834.4","22,718.1","0.02K","-0.03%"
"04/08/2023","22,807.6","22,932.6","22,991.8","22,594.0","0.06K","-0.55%"
"03/08/2023","22,932.6","22,909.1","23,135.9","22,818.6","0.07K","0.10%"
"02/08/2023","22,909.1","23,200.4","23,480.5","22,740.7","0.09K","-1.26%"
"01/08/2023","23,200.4","22,787.2","23,209.7","22,438.5","0.17K","1.81%"
"31/07/2023","22,787.2","22,785.5","22,957.9","22,667.8","0.06K","0.01%"
"30/07/2023","22,785.5","22,864.4","22,934.1","22,625.9","0.05K","-0.35%"
"29/07/2023","22,864.4","22,827.2","22,892.0","22,782.8","0.04K","0.16%"
"28/07/2023","22,827.2","22,834.8","22,973.2","22,674.2","0.06K","-0.05%"
"27/07/2023","22,839.6","22,719.3","22,940.3","22,632.3","0.09K","0.53%"
"26/07/2023","22,719.3","22,675.3","22,942.9","22,572.3","0.12K","0.19%"
"25/07/2023","22,675.3","22,767.8","22,843.3","22,630.0","0.05K","-0.41%"
"24/07/2023","22,767.8","23,415.6","23,420.1","22,538.8","0.17K","-2.77%"
"23/07/2023","23,417.6","23,179.1","23,622.3","23,168.7","0.06K","1.03%"
"22/07/2023","23,179.1","23,275.1","23,348.0","23,076.2","0.04K","-0.41%"
"21/07/2023","23,274.2","23,149.3","23,367.9","23,108.7","0.04K","0.54%"
"20/07/2023","23,149.3","23,131.8","23,553.4","23,015.9","0.07K","0.08%"
"19/07/2023","23,131.8","22,923.8","23,359.2","22,910.9","0.09K","0.91%"
"18/07/2023","22,923.8","23,073.5","23,137.9","22,717.4","0.09K","-0.65%"
"17/07/2023","23,073.5","23,123.9","23,197.8","22,695.7","0.08K","-0.22%"
"16/07/2023","23,123.9","23,168.5","23,290.1","23,006.7","0.05K","-0.19%"
"15/07/2023","23,168.5","23,171.6","23,230.8","23,126.9","0.05K","-0.01%"
"14/07/2023","23,171.6","23,982.8","24,100.0","22,879.2","0.18K","-3.38%"
"13/07/2023","23,982.8","23,400.2","24,227.6","23,257.6","0.19K","2.49%"
"12/07/2023","23,400.2","23,681.4","23,882.3","23,273.0","0.10K","-1.19%"
"11/07/2023","23,681.4","23,656.7","23,874.5","23,505.3","0.06K","0.10%"
"10/07/2023","23,656.7","23,504.1","24,132.9","23,370.3","0.15K","0.65%"
"09/07/2023","23,503.3","23,618.3","23,720.2","23,434.7","0.03K","-0.49%"
"08/07/2023","23,618.3","23,649.2","23,672.5","23,430.6","0.03K","-0.13%"
"07/07/2023","23,648.4","23,470.1","23,806.4","23,356.1","0.10K","0.76%"
"06/07/2023","23,470.1","24,020.7","24,768.5","23,470.1","0.17K","-2.29%"
"05/07/2023","24,020.7","24,205.3","24,301.6","23,720.3","0.08K","-0.76%"
"04/07/2023","24,205.3","24,556.2","24,676.9","24,097.3","0.07K","-1.43%"
"03/07/2023","24,556.2","24,119.0","24,722.8","24,105.4","0.14K","1.81%"
"02/07/2023","24,119.0","24,104.5","24,242.6","23,820.8","0.06K","0.06%"
"01/07/2023","24,104.5","24,000.0","24,156.8","23,883.8","0.04K","0.44%"
"30/06/2023","24,000.0","24,134.1","24,753.5","23,324.2","0.28K","-0.56%"
"29/06/2023","24,134.1","23,786.3","24,431.6","23,786.3","0.09K","1.46%"
"28/06/2023","23,786.3","24,075.0","24,131.9","23,625.7","0.10K","-1.20%"
"27/06/2023","24,075.0","23,814.9","24,330.1","23,737.7","0.11K","1.09%"
"26/06/2023","23,815.2","23,953.1","24,100.0","23,542.8","0.10K","-0.58%"
"25/06/2023","23,953.1","24,039.2","24,412.0","23,841.8","0.09K","-0.36%"
"24/06/2023","24,039.2","24,150.6","24,231.2","23,811.3","0.07K","-0.46%"
"23/06/2023","24,150.6","23,464.7","24,733.2","23,450.0","0.23K","2.92%"
"22/06/2023","23,464.7","23,486.0","23,887.9","23,197.4","0.18K","-0.09%"
"21/06/2023","23,486.0","22,186.7","24,114.5","22,162.7","0.36K","5.86%"
"20/06/2023","22,186.7","20,958.5","22,260.0","20,894.7","0.18K","5.86%"
"19/06/2023","20,958.5","20,533.4","21,167.0","20,494.5","0.11K","2.07%"
"18/06/2023","20,533.4","20,698.3","20,824.8","20,493.3","0.04K","-0.80%"
"17/06/2023","20,698.3","20,539.5","20,868.2","20,423.7","0.06K","0.77%"
"16/06/2023","20,539.5","20,007.9","20,623.0","19,695.5","0.15K","2.66%"
"15/06/2023","20,007.9","19,836.7","20,136.8","19,517.8","0.17K","0.86%"
"14/06/2023","19,836.7","20,528.2","20,647.6","19,600.5","0.16K","-3.37%"
"13/06/2023","20,528.2","20,707.8","20,980.8","20,410.8","0.08K","-0.83%"
"12/06/2023","20,700.0","20,619.9","20,772.4","20,400.0","0.04K","0.39%"
"11/06/2023","20,619.9","20,595.5","20,854.9","20,457.4","0.08K","0.12%"
"10/06/2023","20,595.5","21,053.2","21,081.0","20,276.0","0.21K","-2.15%"
"09/06/2023","21,048.9","21,104.2","21,299.9","20,948.0","0.09K","-0.26%"
"08/06/2023","21,104.2","21,173.7","21,350.1","21,041.7","0.06K","-0.33%"
"07/06/2023","21,173.7","21,915.8","22,007.4","21,015.0","0.13K","-3.39%"
"06/06/2023","21,915.8","20,728.3","22,015.0","20,474.3","0.19K","5.87%"
"05/06/2023","20,700.5","21,788.4","21,823.0","20,463.4","0.39K","-4.99%"
"04/06/2023","21,788.4","21,765.2","22,018.7","21,650.0","0.04K","0.11%"
"03/06/2023","21,765.2","21,890.0","21,964.8","21,646.9","0.03K","-0.57%"
"02/06/2023","21,890.0","21,408.1","21,924.4","21,203.9","0.10K","2.25%"
"01/06/2023","21,408.1","21,864.7","21,973.1","21,288.2","0.11K","-2.09%"
"31/05/2023","21,864.7","22,319.5","22,411.0","21,670.0","0.36K","-2.04%"
"30/05/2023","22,319.5","22,462.4","22,590.9","22,219.0","0.22K","-0.64%"
"29/05/2023","22,462.4","22,741.9","23,021.6","22,272.5","0.22K","-1.18%"
"28/05/2023","22,731.7","21,751.6","22,867.2","21,687.9","0.17K","4.51%"
"27/05/2023","21,751.6","21,632.1","21,777.8","21,546.9","0.07K","0.55%"
"26/05/2023","21,632.1","21,490.1","21,809.0","21,318.8","0.15K","0.66%"
"25/05/2023","21,490.1","21,280.6","21,587.9","20,950.0","0.20K","0.98%"
"24/05/2023","21,280.6","21,916.9","21,916.9","21,087.6","0.32K","-2.90%"
"23/05/2023","21,916.9","21,592.3","22,100.0","21,552.8","0.15K","1.50%"
"22/05/2023","21,592.3","21,480.6","21,759.8","21,304.5","0.26K","0.52%"
"21/05/2023","21,480.6","21,812.1","21,939.4","21,436.2","0.15K","-1.56%"
"20/05/2023","21,821.2","21,604.3","21,840.4","21,578.4","0.04K","1.00%"
"19/05/2023","21,604.3","21,616.3","21,825.7","21,390.0","0.14K","-0.06%"
"18/05/2023","21,616.3","21,947.7","22,062.7","21,291.6","0.24K","-1.51%"
"17/05/2023","21,947.7","21,662.3","22,019.5","21,322.9","0.19K","1.32%"
"16/05/2023","21,662.3","21,714.8","21,801.1","21,461.2","0.15K","-0.24%"
"15/05/2023","21,714.8","21,629.9","22,090.0","21,494.1","0.23K","0.39%"
"14/05/2023","21,629.9","21,556.5","21,871.2","21,438.1","0.13K","0.34%"
"13/05/2023","21,556.5","21,546.6","21,739.8","21,470.8","0.05K","0.05%"
"12/05/2023","21,546.6","21,585.2","21,619.7","20,763.2","0.32K","-0.18%"
"11/05/2023","21,585.2","21,879.5","21,925.6","21,385.5","0.23K","-1.35%"
"10/05/2023","21,879.5","21,908.5","22,436.6","21,317.1","0.28K","-0.13%"
"09/05/2023","21,908.5","21,957.5","22,112.6","21,709.3","0.16K","-0.22%"
"08/05/2023","21,957.5","22,537.5","22,696.6","21,640.0","0.36K","-2.59%"
"07/05/2023","22,541.2","22,927.2","23,148.2","22,536.4","0.12K","-1.68%"
"06/05/2023","22,927.2","23,381.8","23,602.6","22,541.2","0.13K","-1.94%"
"05/05/2023","23,381.8","22,926.2","23,494.0","22,924.3","0.15K","1.99%"
"04/05/2023","22,926.2","23,092.1","23,381.9","22,829.3","0.12K","-0.72%"
"03/05/2023","23,092.1","22,979.9","23,288.1","22,480.3","0.27K","0.49%"
"02/05/2023","22,979.9","22,503.1","23,159.6","22,327.9","0.19K","2.12%"
"01/05/2023","22,503.1","23,309.3","23,365.3","22,161.3","0.32K","-3.46%"
"30/04/2023","23,309.3","23,280.1","23,859.4","23,171.0","0.10K","0.13%"
"29/04/2023","23,280.1","23,350.6","23,441.6","23,155.7","0.07K","-0.30%"
"28/04/2023","23,350.6","23,589.1","23,690.9","23,068.1","0.17K","-1.01%"
"27/04/2023","23,589.1","22,814.0","23,932.9","22,795.8","0.38K","3.40%"
"26/04/2023","22,814.0","22,804.5","24,064.9","21,898.3","0.45K","0.04%"
"25/04/2023","22,804.5","22,018.4","22,888.4","21,831.1","0.15K","3.57%"
"24/04/2023","22,018.4","22,184.5","22,484.9","21,666.5","0.19K","-0.75%"
"23/04/2023","22,184.5","22,400.8","22,407.8","22,071.3","0.13K","-0.97%"
"22/04/2023","22,400.8","21,936.5","22,451.5","21,837.7","0.12K","2.12%"
"21/04/2023","21,936.5","22,716.6","22,805.8","21,875.0","0.23K","-3.43%"
"20/04/2023","22,716.6","23,206.1","23,382.5","22,531.6","0.16K","-2.11%"
"19/04/2023","23,206.1","24,450.0","24,452.7","23,030.0","0.53K","-5.09%"
"18/04/2023","24,450.0","23,794.1","24,480.9","23,520.1","0.13K","2.76%"
"17/04/2023","23,794.1","24,453.8","24,453.8","23,662.6","0.17K","-2.70%"
"16/04/2023","24,453.8","24,443.4","24,635.5","24,306.1","0.05K","0.04%"
"15/04/2023","24,443.4","24,560.9","24,662.1","24,378.0","0.05K","-0.48%"
"14/04/2023","24,560.9","24,294.5","24,742.6","24,189.6","0.21K","1.10%"
"13/04/2023","24,294.5","23,929.8","24,500.0","23,929.8","0.17K","1.52%"
"12/04/2023","23,929.8","24,295.8","24,455.6","23,829.6","0.13K","-1.51%"
"11/04/2023","24,295.8","23,923.3","24,574.3","23,880.0","0.17K","1.54%"
"10/04/2023","23,927.3","22,787.5","24,034.7","22,737.1","0.20K","5.00%"
"09/04/2023","22,787.5","22,506.2","22,960.0","22,402.6","0.08K","1.25%"
"08/04/2023","22,506.2","22,490.8","22,675.1","22,449.8","0.04K","0.07%"
"07/04/2023","22,490.8","22,498.9","22,565.0","22,330.0","0.05K","-0.04%"
"06/04/2023","22,498.9","22,602.0","22,630.3","22,236.3","0.08K","-0.46%"
"05/04/2023","22,602.0","22,535.5","23,012.7","22,315.1","0.19K","0.30%"
"04/04/2023","22,535.5","22,389.7","22,762.0","22,311.6","0.22K","0.65%"
"03/04/2023","22,389.7","22,963.7","23,113.9","21,969.4","0.25K","-2.50%"
"02/04/2023","22,963.7","23,110.0","23,136.6","22,617.9","0.09K","-0.63%"
"01/04/2023","23,110.0","23,098.8","23,364.1","22,900.7","0.07K","0.05%"
"31/03/2023","23,098.8","22,638.4","23,216.8","22,323.2","0.17K","2.03%"
"30/03/2023","22,638.4","22,997.6","23,669.2","22,380.0","0.26K","-1.56%"
"29/03/2023","22,997.6","22,116.4","23,252.2","22,096.7","0.24K","3.98%"
"28/03/2023","22,116.4","22,084.0","22,266.9","21,646.5","0.14K","0.15%"
"27/03/2023","22,084.0","22,876.5","22,916.2","21,534.7","0.25K","-3.46%"
"26/03/2023","22,876.5","22,518.5","23,071.2","22,482.2","0.13K","1.62%"
"25/03/2023","22,510.8","22,485.8","22,764.9","22,267.2","0.08K","0.11%"
"24/03/2023","22,485.8","23,091.2","23,136.4","22,115.4","0.39K","-2.62%"
"23/03/2023","23,091.2","22,263.8","23,386.4","22,144.1","0.41K","3.72%"
"22/03/2023","22,263.8","23,061.0","23,554.4","21,777.3","0.54K","-3.46%"
"21/03/2023","23,061.0","22,645.7","23,350.0","22,376.5","0.25K","1.83%"
"20/03/2023","22,645.7","23,012.7","23,397.5","22,380.7","0.54K","-1.51%"
"19/03/2023","22,992.9","22,152.8","23,357.6","22,092.1","0.27K","3.79%"
"18/03/2023","22,152.8","22,513.5","22,784.8","21,925.4","0.25K","-1.60%"
"17/03/2023","22,513.5","20,660.9","22,846.0","20,582.5","0.65K","8.97%"
"16/03/2023","20,660.9","20,173.5","20,800.0","20,041.0","0.23K","2.42%"
"15/03/2023","20,173.5","20,276.8","20,873.8","19,944.3","0.38K","-0.51%"
"14/03/2023","20,276.8","19,560.7","21,407.8","19,537.2","0.62K","3.66%"
"13/03/2023","19,560.7","18,228.2","19,950.3","17,832.0","0.39K","7.31%"
"12/03/2023","18,228.2","16,908.1","18,250.0","16,730.0","0.26K","7.81%"
"11/03/2023","16,908.1","16,793.1","17,308.5","16,477.1","0.34K","0.69%"
"10/03/2023","16,792.0","17,099.8","17,099.8","16,328.5","0.44K","-1.80%"
"09/03/2023","17,099.8","18,302.8","18,385.3","16,835.4","0.28K","-6.57%"
"08/03/2023","18,302.8","18,759.5","18,816.4","18,222.0","0.11K","-2.43%"
"07/03/2023","18,759.5","18,639.0","18,841.6","18,472.8","0.11K","0.65%"
"06/03/2023","18,639.0","18,648.6","18,769.8","18,523.8","0.07K","-0.05%"
"05/03/2023","18,648.6","18,564.5","18,806.9","18,491.1","0.07K","0.45%"
"04/03/2023","18,564.5","18,550.3","19,021.9","18,442.3","0.02K","0.08%"
"03/03/2023","18,550.3","19,623.5","19,632.6","18,400.0","0.20K","-5.47%"
"02/03/2023","19,623.5","19,664.1","19,751.8","19,444.4","0.04K","-0.21%"
"01/03/2023","19,664.1","19,216.0","19,875.0","19,174.7","0.12K","2.33%"
"28/02/2023","19,216.0","19,486.2","19,509.7","19,142.7","0.13K","-1.39%"
"27/02/2023","19,486.2","19,704.9","19,863.3","19,193.4","0.12K","-1.11%"
"26/02/2023","19,704.9","19,413.2","19,820.0","19,323.9","0.11K","1.50%"
"25/02/2023","19,413.2","19,423.9","19,432.3","19,100.8","0.06K","-0.06%"
"24/02/2023","19,423.9","19,923.4","20,060.7","19,169.0","0.16K","-2.51%"
"23/02/2023","19,923.4","20,080.3","20,380.7","19,620.0","0.12K","-0.78%"
"22/02/2023","20,080.3","20,185.4","20,206.0","19,559.1","0.18K","-0.52%"
"21/02/2023","20,185.4","20,628.6","20,918.0","19,950.9","0.26K","-2.15%"
"20/02/2023","20,628.6","20,195.2","20,849.9","19,847.3","0.12K","2.13%"
"19/02/2023","20,199.0","20,451.2","20,900.0","20,163.4","0.13K","-1.23%"
"18/02/2023","20,451.2","20,389.7","20,650.0","20,295.7","0.05K","0.30%"
"17/02/2023","20,389.7","19,679.9","20,751.2","19,493.9","0.28K","3.61%"
"16/02/2023","19,679.9","20,196.8","21,005.0","19,622.9","0.32K","-2.56%"
"15/02/2023","20,196.8","18,228.4","20,199.1","18,150.0","0.30K","10.81%"
"14/02/2023","18,226.9","17,925.2","18,291.1","17,720.8","0.23K","1.68%"
"13/02/2023","17,925.2","18,074.9","18,153.1","17,626.3","0.14K","-0.83%"
"12/02/2023","18,074.9","18,124.6","18,310.4","17,949.2","0.12K","-0.27%"
"11/02/2023","18,124.6","17,948.3","18,152.2","17,918.8","0.05K","0.98%"
"10/02/2023","17,948.3","17,972.8","18,122.1","17,830.2","0.09K","-0.20%"
"09/02/2023","17,984.2","18,998.8","19,038.2","17,914.0","0.20K","-5.34%"
"08/02/2023","18,998.8","19,271.2","19,408.6","18,782.6","0.10K","-1.44%"
"07/02/2023","19,277.3","18,916.5","19,328.5","18,916.2","0.12K","1.91%"
"06/02/2023","18,916.5","19,030.9","19,235.5","18,790.5","0.15K","-0.60%"
"05/02/2023","19,030.9","19,303.1","19,409.9","18,880.0","0.09K","-1.41%"
"04/02/2023","19,303.1","19,440.6","19,543.9","19,280.0","0.04K","-0.71%"
"03/02/2023","19,440.6","19,187.2","19,589.4","19,068.2","0.11K","1.40%"
"02/02/2023","19,171.5","19,150.0","19,697.9","19,119.8","0.18K","0.11%"
"01/02/2023","19,150.0","18,786.4","19,240.0","18,555.6","0.19K","1.94%"
