"Date","Price","Open","High","Low","Vol.","Change %"
"31/01/2023","18,786.4","18,484.3","18,879.3","18,402.8","0.08K","1.63%"
"30/01/2023","18,484.3","19,150.6","19,176.3","18,217.2","0.15K","-3.48%"
"29/01/2023","19,150.6","18,589.9","19,296.7","18,542.8","0.12K","3.02%"
"28/01/2023","18,589.9","18,605.3","18,696.4","18,470.0","0.04K","-0.08%"
"27/01/2023","18,605.3","18,530.2","18,917.3","18,180.3","0.13K","0.41%"
"26/01/2023","18,530.2","18,576.7","18,747.5","18,440.0","0.14K","-0.25%"
"25/01/2023","18,576.7","18,344.5","19,179.6","18,091.0","0.17K","1.27%"
"24/01/2023","18,344.5","18,521.9","18,718.2","18,225.0","0.16K","-0.96%"
"23/01/2023","18,521.9","18,290.6","18,718.2","18,207.8","0.13K","1.26%"
"22/01/2023","18,290.6","18,335.0","18,600.8","17,999.5","0.09K","-0.24%"
"21/01/2023","18,335.0","18,298.1","18,862.6","18,091.3","0.19K","0.20%"
"20/01/2023","18,298.1","16,997.8","18,320.0","16,873.0","0.20K","7.65%"
"19/01/2023","16,997.8","16,737.8","17,072.3","16,734.8","0.10K","1.55%"
"18/01/2023","16,737.8","17,203.6","17,396.6","16,510.6","0.19K","-2.71%"
"17/01/2023","17,203.6","17,333.5","17,535.2","17,106.9","0.17K","-0.75%"
"16/01/2023","17,333.5","17,073.7","17,547.6","16,925.8","0.21K","1.52%"
"15/01/2023","17,073.7","17,116.8","17,172.1","16,800.0","0.10K","-0.25%"
"14/01/2023","17,116.8","16,275.5","17,326.3","16,248.8","0.26K","5.17%"
"13/01/2023","16,275.5","15,430.0","16,320.5","15,317.0","0.20K","5.48%"
"12/01/2023","15,430.0","14,748.1","15,637.8","14,729.6","0.28K","4.62%"
"11/01/2023","14,748.1","14,335.5","14,772.3","14,276.0","0.12K","2.88%"
"10/01/2023","14,335.5","14,096.2","14,381.7","14,092.2","0.09K","1.70%"
"09/01/2023","14,096.2","14,157.4","14,267.9","14,065.7","0.09K","-0.43%"
"08/01/2023","14,157.4","13,996.1","14,157.4","13,972.6","0.05K","1.15%"
"07/01/2023","13,996.1","14,015.3","14,034.2","13,972.7","0.01K","-0.14%"
"06/01/2023","14,015.3","14,114.3","14,151.5","13,915.9","0.11K","-0.70%"
"05/01/2023","14,114.3","13,976.9","14,182.5","13,926.3","0.11K","0.98%"
"04/01/2023","13,976.9","13,919.5","14,083.2","13,877.2","0.12K","0.41%"
"03/01/2023","13,919.5","13,809.5","14,035.6","13,783.2","0.15K","0.80%"
"02/01/2023","13,809.5","13,741.1","13,914.4","13,674.7","0.10K","0.50%"
"01/01/2023","13,741.1","13,668.3","13,743.1","13,632.0","0.03K","0.53%"
"31/12/2022","13,668.3","13,725.5","13,750.0","13,611.4","0.02K","-0.42%"
"30/12/2022","13,725.5","13,798.3","13,798.3","13,546.0","0.06K","-0.53%"
"29/12/2022","13,798.3","13,741.6","13,825.0","13,681.8","0.13K","0.41%"
"28/12/2022","13,741.6","13,876.5","13,900.6","13,640.0","0.04K","-0.97%"
"27/12/2022","13,876.5","13,999.2","14,034.7","13,783.4","0.07K","-0.88%"
"26/12/2022","13,999.2","13,950.9","14,009.7","13,909.2","0.05K","0.35%"
"25/12/2022","13,950.9","13,964.2","13,972.6","13,889.3","0.02K","-0.10%"
"24/12/2022","13,964.2","13,919.7","13,982.8","13,919.7","0.02K","0.32%"
"23/12/2022","13,919.7","13,960.9","14,016.3","13,896.5","0.11K","-0.30%"
"22/12/2022","13,960.9","13,905.7","13,975.0","13,767.5","0.08K","0.40%"
"21/12/2022","13,905.7","13,858.1","13,945.0","13,777.7","0.05K","0.34%"
"20/12/2022","13,858.1","13,513.7","14,014.0","13,497.3","0.16K","2.55%"
"19/12/2022","13,513.7","13,776.5","13,819.2","13,400.0","0.14K","-1.94%"
"18/12/2022","13,780.5","13,814.8","13,858.6","13,719.2","0.07K","-0.25%"
"17/12/2022","13,814.8","13,719.0","13,817.1","13,657.9","0.05K","0.70%"
"16/12/2022","13,719.0","14,227.6","14,368.3","13,644.1","0.16K","-3.57%"
"15/12/2022","14,227.6","14,320.5","14,383.8","14,143.6","0.11K","-0.66%"
"14/12/2022","14,321.7","14,373.7","14,753.4","14,211.7","0.22K","-0.36%"
"13/12/2022","14,373.7","14,026.5","14,498.0","13,909.0","0.20K","2.48%"
"12/12/2022","14,026.5","13,956.2","14,039.7","13,758.3","0.10K","0.50%"
"11/12/2022","13,956.2","13,940.1","14,076.5","13,928.4","0.04K","0.12%"
"10/12/2022","13,940.1","13,956.7","14,030.2","13,940.1","0.01K","-0.12%"
"09/12/2022","13,956.7","14,080.6","14,104.0","13,918.5","0.13K","-0.88%"
"08/12/2022","14,080.6","13,786.1","14,115.3","13,764.9","0.08K","2.08%"
"07/12/2022","13,793.5","14,070.0","14,116.6","13,745.7","0.12K","-1.97%"
"06/12/2022","14,070.0","13,905.0","14,095.4","13,856.5","0.06K","1.19%"
"05/12/2022","13,905.0","13,923.9","14,170.4","13,874.8","0.14K","-0.14%"
"04/12/2022","13,923.9","13,755.8","13,990.7","13,755.8","0.11K","1.10%"
"03/12/2022","13,773.0","13,927.3","13,967.6","13,739.0","0.04K","-1.11%"
"02/12/2022","13,927.3","13,836.1","13,931.2","13,780.0","0.16K","0.66%"
"01/12/2022","13,836.1","14,217.3","14,253.9","13,770.0","0.24K","-2.68%"
"30/11/2022","14,217.3","13,750.5","14,270.0","13,732.1","0.33K","3.40%"
"29/11/2022","13,750.5","13,542.2","13,795.4","13,429.4","0.12K","1.57%"
"28/11/2022","13,538.0","13,623.0","13,654.3","13,299.0","0.18K","-0.62%"
"27/11/2022","13,623.0","13,593.3","13,737.1","13,590.3","0.09K","0.22%"
"26/11/2022","13,593.3","13,633.3","13,786.3","13,533.3","0.08K","-0.29%"
"25/11/2022","13,633.3","13,699.2","13,703.4","13,474.3","0.18K","-0.48%"
"24/11/2022","13,699.2","13,742.6","13,872.0","13,570.6","0.13K","-0.33%"
"23/11/2022","13,744.3","13,615.0","13,937.1","13,546.8","0.23K","0.95%"
"22/11/2022","13,615.0","13,316.8","13,673.8","13,175.0","0.25K","2.26%"
"21/11/2022","13,314.4","13,674.3","13,738.5","13,104.0","0.27K","-2.63%"
"20/11/2022","13,674.3","14,015.1","14,045.6","13,590.9","0.14K","-2.43%"
"19/11/2022","14,015.1","13,980.1","14,109.0","13,943.7","0.07K","0.25%"
"18/11/2022","13,980.4","14,125.1","14,137.8","13,897.5","0.16K","-0.60%"
"17/11/2022","14,064.5","13,999.1","14,137.0","13,789.0","0.15K","1.47%"
"16/11/2022","13,860.4","14,195.6","14,293.4","13,775.7","0.28K","-2.36%"
"15/11/2022","14,195.6","14,103.0","14,330.0","14,061.1","0.35K","0.66%"
"14/11/2022","14,103.0","13,778.0","14,540.2","13,420.0","0.44K","2.36%"
"13/11/2022","13,778.0","14,145.9","14,260.8","13,670.0","0.19K","-2.60%"
"12/11/2022","14,145.9","14,351.0","14,388.8","14,011.8","0.20K","-1.41%"
"11/11/2022","14,348.8","15,000.0","15,117.2","13,935.4","0.49K","-4.34%"
"10/11/2022","15,000.0","13,971.3","15,464.1","13,921.0","0.94K","7.40%"
"09/11/2022","13,966.8","16,078.7","16,128.4","13,689.0","1.19K","-13.13%"
"08/11/2022","16,078.7","17,896.5","17,949.2","14,908.1","0.92K","-10.16%"
"07/11/2022","17,896.5","18,450.0","18,601.7","17,720.0","0.23K","-3.00%"
"06/11/2022","18,450.0","18,717.0","18,771.9","18,450.0","0.12K","-1.43%"
"05/11/2022","18,717.0","18,585.5","18,865.9","18,535.4","0.07K","0.71%"
"04/11/2022","18,585.5","18,086.4","18,790.8","18,048.2","0.30K","2.76%"
"03/11/2022","18,086.4","17,713.3","18,158.3","17,694.0","0.34K","2.11%"
"02/11/2022","17,713.3","17,829.1","18,000.0","17,622.0","0.28K","-0.65%"
"01/11/2022","17,829.1","17,870.9","17,936.3","17,638.0","0.10K","-0.23%"
"31/10/2022","17,870.9","17,801.0","18,027.0","17,616.2","0.19K","0.39%"
"30/10/2022","17,801.0","17,906.8","18,009.7","17,697.8","0.11K","-0.62%"
"29/10/2022","17,912.0","17,729.5","18,121.3","17,697.3","0.15K","1.03%"
"28/10/2022","17,729.5","17,546.0","17,900.0","17,350.0","0.34K","1.07%"
"27/10/2022","17,542.3","17,856.3","17,950.0","17,460.0","0.29K","-1.66%"
"26/10/2022","17,838.0","17,536.4","18,147.2","17,518.9","0.33K","1.82%"
"25/10/2022","17,519.8","17,095.4","17,786.4","16,950.0","0.33K","2.48%"
"24/10/2022","17,095.4","17,255.2","17,274.7","16,967.8","0.21K","-0.87%"
"23/10/2022","17,244.8","16,984.5","17,340.3","16,901.5","0.23K","1.53%"
"22/10/2022","16,984.5","16,968.2","17,032.2","16,930.8","0.08K","0.10%"
"21/10/2022","16,968.2","16,980.3","17,095.9","16,834.4","0.22K","-0.07%"
"20/10/2022","16,980.3","17,034.9","17,196.7","16,878.8","0.22K","-0.32%"
"19/10/2022","17,034.9","17,048.6","17,166.1","16,966.3","0.13K","-0.08%"
"18/10/2022","17,048.6","17,221.9","17,382.3","16,895.4","0.25K","-1.01%"
"17/10/2022","17,221.9","17,130.0","17,330.0","17,018.3","0.14K","0.54%"
"16/10/2022","17,130.0","17,057.2","17,367.9","17,032.4","0.13K","0.43%"
"15/10/2022","17,057.2","17,162.3","17,192.9","16,997.8","0.04K","-0.61%"
"14/10/2022","17,162.2","17,150.0","17,639.2","17,085.0","0.45K","0.07%"
"13/10/2022","17,150.0","17,250.3","17,265.8","16,337.1","0.52K","-0.58%"
"12/10/2022","17,250.3","17,383.2","17,452.3","17,194.2","0.31K","-0.75%"
"11/10/2022","17,380.2","17,285.6","17,395.2","17,081.0","0.24K","0.55%"
"10/10/2022","17,285.6","17,574.5","17,612.2","17,226.6","0.15K","-1.64%"
"09/10/2022","17,574.5","17,503.8","17,647.7","17,432.0","0.09K","0.40%"
"08/10/2022","17,503.8","17,609.8","17,697.7","17,392.0","0.06K","-0.68%"
"07/10/2022","17,623.7","17,879.4","17,986.6","17,400.5","0.27K","-1.43%"
"06/10/2022","17,879.4","17,751.2","18,109.8","17,720.2","0.32K","0.72%"
"05/10/2022","17,751.2","17,759.7","17,961.3","17,554.0","0.30K","-0.05%"
"04/10/2022","17,760.0","17,311.5","17,818.1","17,240.7","0.36K","2.59%"
"03/10/2022","17,311.5","17,097.2","17,398.5","17,044.6","0.33K","1.25%"
"02/10/2022","17,097.2","17,308.7","17,380.7","16,996.5","0.27K","-1.22%"
"01/10/2022","17,308.7","17,400.0","17,454.6","17,193.2","0.09K","-0.52%"
"30/09/2022","17,400.0","17,547.3","18,068.7","17,244.1","0.60K","-0.84%"
"29/09/2022","17,546.9","17,884.8","18,132.9","17,190.0","0.46K","-1.89%"
"28/09/2022","17,884.8","17,805.5","18,150.0","17,320.7","0.80K","0.45%"
"27/09/2022","17,805.5","17,870.5","18,880.1","17,627.8","0.61K","-0.35%"
"26/09/2022","17,868.7","17,402.6","18,082.9","17,369.4","1.22K","2.68%"
"25/09/2022","17,402.6","17,426.5","17,646.3","17,250.0","0.32K","-0.14%"
"24/09/2022","17,426.5","17,775.8","17,775.8","17,318.0","0.24K","-1.96%"
"23/09/2022","17,775.8","17,236.7","17,863.6","16,873.0","0.61K","3.13%"
"22/09/2022","17,236.7","16,420.3","17,325.5","16,348.9","0.64K","4.97%"
"21/09/2022","16,420.3","16,578.5","17,564.7","16,148.5","0.74K","-0.95%"
"20/09/2022","16,578.5","17,080.3","17,139.1","16,495.0","0.55K","-2.94%"
"19/09/2022","17,080.3","17,010.5","17,214.8","16,059.6","0.59K","0.41%"
"18/09/2022","17,010.5","17,624.6","17,624.6","16,952.4","0.27K","-3.48%"
"17/09/2022","17,624.6","17,342.6","17,651.5","17,298.3","0.33K","1.63%"
"16/09/2022","17,342.6","17,187.9","17,434.2","16,968.0","0.34K","0.90%"
"15/09/2022","17,187.9","17,508.3","17,644.6","17,001.0","0.46K","-1.83%"
"14/09/2022","17,508.3","17,539.4","17,836.5","17,004.0","0.54K","-0.18%"
"13/09/2022","17,539.4","19,160.9","19,452.8","17,309.6","0.82K","-8.46%"
"12/09/2022","19,160.9","18,794.8","19,243.8","18,576.0","0.42K","1.99%"
"11/09/2022","18,786.6","18,669.2","18,817.3","18,420.3","0.19K","0.63%"
"10/09/2022","18,669.2","18,454.1","18,799.8","18,224.3","0.30K","1.17%"
"09/09/2022","18,454.1","16,774.6","18,595.0","16,738.9","0.58K","10.01%"
"08/09/2022","16,774.6","16,727.1","16,900.0","16,574.7","0.29K","0.28%"
"07/09/2022","16,727.1","16,330.3","16,875.8","16,172.0","0.36K","2.43%"
"06/09/2022","16,330.3","17,109.2","17,400.0","16,224.8","0.51K","-4.55%"
"05/09/2022","17,109.2","17,423.4","17,450.4","17,075.0","0.19K","-1.80%"
"04/09/2022","17,423.4","17,233.7","17,440.0","17,020.3","0.16K","1.10%"
"03/09/2022","17,233.7","17,338.9","17,427.4","17,082.7","0.07K","-0.61%"
"02/09/2022","17,338.9","17,429.1","17,653.1","17,164.8","0.22K","-0.52%"
"01/09/2022","17,429.1","17,286.1","17,476.6","16,965.6","0.36K","0.85%"
"31/08/2022","17,281.4","16,975.8","17,568.0","16,975.8","0.35K","1.80%"
"30/08/2022","16,975.8","17,313.7","17,553.0","16,783.5","0.40K","-1.95%"
"29/08/2022","17,313.7","16,727.4","17,415.2","16,719.3","0.39K","3.49%"
"28/08/2022","16,729.2","17,073.4","17,180.7","16,695.2","0.25K","-2.02%"
"27/08/2022","17,073.4","17,249.7","17,350.0","16,906.6","0.35K","-1.02%"
"26/08/2022","17,249.7","18,245.4","18,430.0","17,150.6","0.54K","-5.46%"
"25/08/2022","18,245.4","18,118.5","18,414.3","18,065.1","0.18K","0.70%"
"24/08/2022","18,118.5","18,187.3","18,533.2","17,910.0","0.27K","-0.38%"
"23/08/2022","18,187.3","18,192.8","18,314.0","17,790.0","0.26K","-0.04%"
"22/08/2022","18,195.0","18,204.6","18,316.4","17,725.6","0.35K","-0.04%"
"21/08/2022","18,202.6","17,878.1","18,363.0","17,821.8","0.20K","1.81%"
"20/08/2022","17,878.1","17,610.6","18,068.4","17,565.7","0.25K","1.52%"
"19/08/2022","17,610.6","19,441.6","19,450.6","17,552.5","0.59K","-9.42%"
"18/08/2022","19,441.6","19,375.3","19,642.9","19,332.0","0.25K","0.34%"
"17/08/2022","19,375.3","19,743.8","20,178.7","19,244.3","0.37K","-1.87%"
"16/08/2022","19,743.8","19,980.0","20,135.5","19,580.5","0.32K","-1.18%"
"15/08/2022","19,980.0","20,045.4","20,792.6","19,742.0","0.36K","-0.33%"
"14/08/2022","20,045.4","20,145.3","20,610.1","19,910.0","0.27K","-0.50%"
"13/08/2022","20,145.3","20,120.8","20,499.5","20,023.8","0.23K","0.12%"
"12/08/2022","20,120.8","19,645.3","20,147.2","19,451.2","0.36K","2.42%"
"11/08/2022","19,645.3","19,600.2","20,366.0","19,578.0","0.43K","0.23%"
"10/08/2022","19,600.2","19,178.1","19,818.8","18,801.7","0.59K","2.20%"
"09/08/2022","19,178.1","19,698.3","19,794.5","18,917.4","0.35K","-2.74%"
"08/08/2022","19,718.6","19,223.6","20,018.4","19,204.9","0.41K","2.57%"
"07/08/2022","19,223.6","18,995.4","19,381.9","18,937.8","0.15K","1.16%"
"06/08/2022","19,004.1","19,285.3","19,332.9","18,982.6","0.12K","-1.46%"
"05/08/2022","19,285.3","18,604.7","19,370.0","18,594.0","0.42K","3.66%"
"04/08/2022","18,604.7","18,822.8","19,112.7","18,437.8","0.52K","-1.16%"
"03/08/2022","18,822.8","18,932.8","19,407.9","18,692.3","0.36K","-0.58%"
"02/08/2022","18,932.8","19,013.3","19,210.4","18,562.6","0.33K","-0.42%"
"01/08/2022","19,013.3","19,170.3","19,259.9","18,673.4","0.36K","-0.82%"
"31/07/2022","19,170.3","19,412.2","19,868.3","19,119.5","0.23K","-1.25%"
"30/07/2022","19,412.2","19,539.3","20,200.0","19,329.3","0.31K","-0.65%"
"29/07/2022","19,539.3","19,602.3","20,036.4","19,359.3","0.45K","-0.32%"
"28/07/2022","19,602.3","18,871.9","19,852.5","18,645.7","0.52K","3.87%"
"27/07/2022","18,871.9","17,675.9","18,972.9","17,474.1","0.62K","6.77%"
"26/07/2022","17,675.9","17,687.6","17,696.8","17,240.8","0.36K","-0.07%"
"25/07/2022","17,687.6","18,853.1","18,912.2","17,664.6","0.44K","-6.18%"
"24/07/2022","18,853.1","18,706.8","19,174.1","18,560.2","0.27K","0.78%"
"23/07/2022","18,706.8","18,927.0","19,170.1","18,283.8","0.27K","-1.16%"
"22/07/2022","18,927.0","19,311.5","19,808.5","18,788.1","0.41K","-1.99%"
"21/07/2022","19,311.5","19,422.4","19,561.7","18,747.7","0.58K","-0.45%"
"20/07/2022","19,399.4","19,505.0","20,260.7","19,114.0","0.83K","-0.54%"
"19/07/2022","19,505.0","18,831.3","19,829.8","18,043.5","0.87K","3.67%"
"18/07/2022","18,814.0","17,475.4","18,982.1","17,466.7","0.59K","7.66%"
"17/07/2022","17,475.4","17,865.7","18,250.3","17,462.6","0.22K","-2.18%"
"16/07/2022","17,865.7","17,547.5","18,180.9","17,265.4","0.25K","1.81%"
"15/07/2022","17,547.5","17,374.2","17,856.1","17,219.6","0.46K","1.00%"
"14/07/2022","17,374.2","17,055.3","17,650.0","16,595.4","0.54K","1.87%"
"13/07/2022","17,055.3","16,264.1","17,074.2","15,961.3","0.73K","5.02%"
"12/07/2022","16,240.0","16,746.6","16,898.1","16,198.6","0.52K","-3.02%"
"11/07/2022","16,746.6","17,351.7","17,382.5","16,717.1","0.44K","-3.49%"
"10/07/2022","17,351.7","17,924.7","17,943.0","17,193.4","0.34K","-3.20%"
"09/07/2022","17,924.7","17,948.5","18,244.6","17,764.5","0.18K","-0.13%"
"08/07/2022","17,948.5","17,987.9","18,571.4","17,703.3","0.67K","-0.22%"
"07/07/2022","17,987.9","17,226.6","18,159.1","16,938.5","0.55K","4.42%"
"06/07/2022","17,226.6","16,879.4","17,304.9","16,514.1","0.46K","2.06%"
"05/07/2022","16,879.5","16,678.4","17,284.0","16,132.9","0.67K","1.21%"
"04/07/2022","16,678.4","15,924.3","16,719.1","15,728.0","0.43K","4.74%"
"03/07/2022","15,924.3","15,881.2","16,181.6","15,535.1","0.28K","0.27%"
"02/07/2022","15,881.2","15,882.9","16,029.2","15,675.2","0.25K","-0.01%"
"01/07/2022","15,882.9","16,403.6","17,081.9","15,752.1","1.03K","-3.17%"
"30/06/2022","16,403.6","16,562.9","16,598.3","15,320.3","1.00K","-0.96%"
"29/06/2022","16,562.9","16,615.4","16,824.0","16,317.2","0.86K","-0.33%"
"28/06/2022","16,618.4","16,873.5","17,265.3","16,563.0","0.68K","-1.51%"
"27/06/2022","16,873.5","17,132.7","17,485.7","16,727.0","0.52K","-1.51%"
"26/06/2022","17,132.7","17,490.3","17,782.5","17,077.2","0.37K","-2.04%"
"25/06/2022","17,490.3","17,256.7","17,556.5","17,032.2","0.29K","1.35%"
"24/06/2022","17,256.7","17,186.3","17,524.2","16,846.1","0.72K","0.41%"
"23/06/2022","17,186.3","16,294.9","17,279.6","16,221.3","0.84K","5.47%"
"22/06/2022","16,294.9","16,874.2","16,991.9","16,121.7","1.03K","-3.43%"
"21/06/2022","16,874.2","16,765.3","17,676.6","16,560.2","0.87K","0.68%"
"20/06/2022","16,759.8","16,789.4","17,141.7","16,056.0","0.85K","-0.18%"
"19/06/2022","16,789.4","15,477.4","16,985.7","14,641.0","1.45K","8.48%"
"18/06/2022","15,477.4","16,712.0","16,971.1","14,400.0","1.41K","-7.39%"
"17/06/2022","16,712.0","16,488.7","17,329.8","16,405.0","0.86K","1.35%"
"16/06/2022","16,488.7","18,516.5","18,817.6","16,365.5","1.38K","-10.95%"
"15/06/2022","18,516.5","18,429.3","18,692.6","16,607.3","2.41K","0.43%"
"14/06/2022","18,436.9","18,477.7","19,096.8","17,154.0","2.17K","-0.22%"
"13/06/2022","18,477.7","21,655.0","21,859.7","18,117.2","2.92K","-14.60%"
"12/06/2022","21,637.2","23,037.1","23,151.0","21,636.2","0.71K","-6.08%"
"11/06/2022","23,037.1","23,599.2","23,882.0","22,816.4","0.52K","-2.38%"
"10/06/2022","23,599.2","24,071.9","24,264.1","23,435.8","0.59K","-1.97%"
"09/06/2022","24,072.8","24,084.3","24,504.2","23,863.5","0.29K","-0.03%"
"08/06/2022","24,079.2","24,711.3","24,862.1","23,762.7","0.41K","-2.56%"
"07/06/2022","24,711.3","25,029.0","25,042.1","23,380.1","0.64K","-1.27%"
"06/06/2022","25,029.0","23,938.0","25,280.0","23,907.9","0.55K","4.63%"
"05/06/2022","23,920.8","23,881.6","24,113.2","23,633.2","0.18K","0.16%"
"04/06/2022","23,881.6","23,755.0","23,952.7","23,584.1","0.13K","0.53%"
"03/06/2022","23,755.0","24,204.4","24,400.0","23,372.0","0.36K","-1.86%"
"02/06/2022","24,204.4","23,864.8","24,375.0","23,595.2","0.51K","1.42%"
"01/06/2022","23,865.0","25,174.1","25,368.7","23,520.2","0.87K","-5.20%"
"31/05/2022","25,174.1","25,058.6","25,639.1","24,795.8","0.35K","0.35%"
"30/05/2022","25,085.2","23,317.7","25,407.0","23,190.0","0.50K","7.58%"
"29/05/2022","23,317.7","22,965.1","23,404.0","22,800.0","0.12K","1.54%"
"28/05/2022","22,965.1","22,628.6","23,130.5","22,566.5","0.13K","1.49%"
"27/05/2022","22,628.6","23,100.0","23,246.1","22,394.8","0.35K","-2.04%"
"26/05/2022","23,100.0","23,433.1","23,701.3","22,301.0","0.57K","-1.44%"
"25/05/2022","23,438.1","23,621.9","24,048.7","23,424.1","0.31K","-0.78%"
"24/05/2022","23,621.9","23,141.8","23,746.6","22,900.0","0.32K","2.07%"
"23/05/2022","23,141.8","24,164.3","24,338.3","22,974.3","0.34K","-4.36%"
"22/05/2022","24,197.1","23,544.8","24,301.6","23,395.1","0.22K","2.77%"
"21/05/2022","23,544.8","23,344.8","23,686.9","23,157.4","0.18K","0.86%"
"20/05/2022","23,344.8","24,290.0","24,608.6","23,015.7","0.48K","-3.89%"
"19/05/2022","24,290.0","23,233.8","24,390.0","23,194.1","0.48K","4.55%"
"18/05/2022","23,233.8","24,351.1","24,530.8","23,177.5","0.51K","-4.59%"
"17/05/2022","24,351.1","24,204.0","24,692.7","23,652.4","0.61K","0.61%"
"16/05/2022","24,204.0","25,514.5","25,514.5","23,686.8","0.59K","-5.14%"
"15/05/2022","25,514.5","24,525.1","25,600.0","24,018.3","0.36K","4.03%"
"14/05/2022","24,525.1","23,843.3","24,675.5","23,320.0","0.23K","2.84%"
"13/05/2022","23,847.0","23,676.0","25,355.3","23,470.5","0.57K","0.78%"
"12/05/2022","23,662.7","23,607.9","24,522.2","20,778.5","1.70K","0.23%"
"11/05/2022","23,607.9","25,190.3","25,949.3","22,642.5","1.49K","-6.28%"
"10/05/2022","25,190.3","24,440.0","26,432.8","24,180.6","1.06K","3.24%"
"09/05/2022","24,400.0","27,665.0","27,800.1","24,400.0","1.22K","-11.80%"
"08/05/2022","27,665.0","28,746.4","28,760.3","27,386.2","0.44K","-3.76%"
"07/05/2022","28,746.4","29,185.1","29,300.0","28,240.3","0.18K","-1.51%"
"06/05/2022","29,188.1","29,588.9","29,659.2","28,615.0","0.45K","-1.35%"
"05/05/2022","29,588.9","31,447.1","31,920.0","29,291.5","0.79K","-5.91%"
"04/05/2022","31,447.1","30,191.0","31,800.0","30,132.2","0.56K","4.16%"
"03/05/2022","30,191.0","30,817.5","30,842.1","30,045.1","0.28K","-2.03%"
"02/05/2022","30,817.5","30,598.7","31,221.5","30,500.0","0.41K","0.70%"
"01/05/2022","30,601.8","29,988.5","30,762.3","29,772.0","0.31K","2.04%"
"30/04/2022","29,988.5","30,701.5","30,844.2","29,948.9","0.16K","-2.32%"
"29/04/2022","30,701.6","31,913.9","31,944.6","30,367.0","0.63K","-3.80%"
"28/04/2022","31,913.9","31,289.5","32,400.0","31,228.1","0.74K","2.00%"
"27/04/2022","31,289.5","30,304.5","31,386.8","30,167.7","0.82K","3.25%"
"26/04/2022","30,304.5","31,749.7","32,047.5","30,008.7","0.82K","-4.55%"
"25/04/2022","31,749.7","30,756.9","31,866.2","30,021.0","0.76K","3.23%"
"24/04/2022","30,756.9","30,738.8","31,104.3","30,368.5","0.23K","0.06%"
"23/04/2022","30,738.8","30,934.4","31,155.1","30,618.1","0.16K","-0.67%"
"22/04/2022","30,947.2","31,098.4","31,594.6","30,516.0","0.72K","-0.49%"
"21/04/2022","31,098.4","31,676.0","32,875.0","30,565.0","0.60K","-1.82%"
"20/04/2022","31,676.0","31,875.1","32,335.0","31,349.8","0.34K","-0.62%"
"19/04/2022","31,875.1","31,327.7","32,084.4","31,133.8","0.18K","1.75%"
"18/04/2022","31,327.7","30,414.7","31,560.0","29,621.5","0.49K","3.00%"
"17/04/2022","30,414.7","30,925.0","31,100.7","30,313.2","0.15K","-1.68%"
"16/04/2022","30,933.2","31,094.1","31,159.3","30,654.4","0.10K","-0.52%"
"15/04/2022","31,094.1","30,571.0","31,234.0","30,466.5","0.12K","1.71%"
"14/04/2022","30,571.0","31,380.1","31,590.3","30,300.0","0.31K","-2.58%"
"13/04/2022","31,380.1","30,828.8","31,718.8","30,476.1","0.42K","1.79%"
"12/04/2022","30,828.8","30,339.9","31,208.6","30,187.1","0.61K","1.61%"
"11/04/2022","30,339.9","32,355.6","32,582.9","30,150.0","0.68K","-6.18%"
"10/04/2022","32,339.7","32,824.5","33,326.5","32,167.5","0.21K","-1.48%"
"09/04/2022","32,824.5","32,440.1","32,855.0","32,336.2","0.14K","1.14%"
"08/04/2022","32,453.4","33,260.0","33,793.2","32,322.2","0.52K","-2.41%"
"07/04/2022","33,255.4","33,036.2","33,565.0","32,710.3","0.66K","0.65%"
"06/04/2022","33,039.2","34,799.1","34,856.7","33,000.0","1.19K","-5.01%"
"05/04/2022","34,783.4","35,522.8","35,903.3","34,700.0","0.56K","-2.08%"
"04/04/2022","35,522.8","35,411.2","35,723.4","34,453.7","0.39K","0.32%"
"03/04/2022","35,411.2","34,939.3","36,181.8","34,747.6","0.33K","1.35%"
"02/04/2022","34,939.3","35,278.1","35,978.0","34,804.4","0.32K","-0.96%"
"01/04/2022","35,278.1","34,656.2","35,650.0","33,727.6","0.60K","1.79%"
"31/03/2022","34,656.2","35,814.1","36,209.3","34,402.9","0.63K","-3.29%"
"30/03/2022","35,833.8","36,252.3","36,345.1","35,580.0","0.41K","-1.15%"
"29/03/2022","36,252.3","35,934.1","36,626.2","35,866.4","0.48K","0.89%"
"28/03/2022","35,934.1","35,545.4","36,810.9","35,416.5","0.59K","1.12%"
"27/03/2022","35,535.1","33,791.9","35,602.7","33,742.0","0.50K","5.16%"
"26/03/2022","33,791.9","33,604.4","33,994.9","33,445.1","0.18K","0.52%"
"25/03/2022","33,617.1","33,317.3","34,190.0","33,098.7","0.56K","0.91%"
"24/03/2022","33,315.6","32,485.0","33,518.4","32,340.6","0.54K","2.56%"
"23/03/2022","32,485.0","31,916.3","32,544.7","31,447.7","0.45K","1.78%"
"22/03/2022","31,916.3","31,143.5","32,857.0","31,048.2","0.65K","2.60%"
"21/03/2022","31,106.8","31,318.5","31,557.8","30,741.8","0.54K","-0.68%"
"20/03/2022","31,318.5","32,021.8","32,082.0","31,018.3","0.26K","-2.21%"
"19/03/2022","32,025.7","31,620.5","32,142.2","31,370.0","0.26K","1.28%"
"18/03/2022","31,620.5","31,066.5","32,067.3","30,556.2","0.57K","1.78%"
"17/03/2022","31,066.5","31,258.8","31,470.4","30,769.8","0.44K","-0.62%"
